doc_id,item,category,amount,price,discount
P0RG2RLYSU,Лоферы,Обувь,3,4124.98,0.0
LN037PZXJ2,Кроссовки,Обувь,2,2478.88,0.0
LN037PZXJ2,Куртка демисезонная,Одежда,2,2014.52,0.0
6SQWKU8MGV,Ремень кожаный,Аксессуары,1,1366.68,0.0
E1AFL18N76,Шапка,Аксессуары,3,1200.28,518.19
E1AFL18N76,Ботинки кожаные,Обувь,2,3643.58,1634.71
RRYF92JILR,Туфли классические,Обувь,3,4620.6,2148.24
RRYF92JILR,Джинсы прямые,Одежда,2,4040.48,0.0
RRYF92JILR,Ботинки кожаные,Обувь,3,3685.12,548.06
5KHYD25U7O,Ремень кожаный,Аксессуары,1,4226.95,0.0
5KHYD25U7O,Перчатки,Аксессуары,1,3552.78,0.0
5KHYD25U7O,Пуховик лёгкий,Одежда,3,2434.16,0.0
BOJK8KVKA3,Перчатки,Аксессуары,2,2968.22,0.0
BOJK8KVKA3,Шапка,Аксессуары,1,806.53,114.59
BOJK8KVKA3,Пальто классическое,Одежда,3,3932.52,0.0
BOJK8KVKA3,Лоферы,Обувь,2,4506.7,926.39
NPV8E6P2CV,Шапка,Аксессуары,2,4555.9,1293.44
NPV8E6P2CV,Шапка,Аксессуары,3,4475.84,1868.88
NPV8E6P2CV,Пальто классическое,Одежда,1,4445.72,85.66
NPV8E6P2CV,Шарф шерстяной,Аксессуары,3,1105.54,0.0
QHNE5JTUZ7,Лоферы,Обувь,1,2696.39,522.45
QHNE5JTUZ7,Шорты,Одежда,1,3756.82,0.0
QHNE5JTUZ7,Туфли классические,Обувь,1,3364.52,1166.96
QHNE5JTUZ7,Перчатки,Аксессуары,3,1233.43,0.0
2YCNW5VT6V,Плащ,Одежда,2,621.51,226.64
29M5KR4IYC,Куртка демисезонная,Одежда,1,1319.32,451.2
29M5KR4IYC,Кроссовки,Обувь,3,3943.24,0.0
29M5KR4IYC,Ботинки кожаные,Обувь,2,1692.21,1092.78
ESPPGS71C1,Перчатки,Аксессуары,1,338.14,96.27
ESPPGS71C1,Ботинки кожаные,Обувь,3,1472.66,0.0
ESPPGS71C1,Пуховик лёгкий,Одежда,3,4227.83,0.0
ESPPGS71C1,Шорты,Одежда,2,1942.87,665.23
KFGWI0ZNVM,Плащ,Одежда,2,3309.71,1481.76
KFGWI0ZNVM,Брюки чинос,Одежда,3,1464.43,481.03
KFGWI0ZNVM,Ремень кожаный,Аксессуары,3,480.94,421.25
KFGWI0ZNVM,Ремень кожаный,Аксессуары,3,2709.14,0.0
5EKJYD1GT1,Туфли классические,Обувь,1,1758.43,478.81
5EKJYD1GT1,Пуховик лёгкий,Одежда,1,1598.82,151.08
5EKJYD1GT1,Шорты,Одежда,3,1072.03,853.59
5EKJYD1GT1,Лоферы,Обувь,3,3585.37,0.0
9BIUNOYHOE,Юбка миди,Одежда,3,1550.33,1244.51
8F1S4BDTN3,Туфли классические,Обувь,1,1100.68,299.01
ZC69R1H49R,Кроссовки,Обувь,3,1422.22,0.0
2JVDJ7HQQE,Куртка демисезонная,Одежда,1,2869.12,0.0
QZ1IFPWUCW,Ремень кожаный,Аксессуары,3,568.6,0.0
QZ1IFPWUCW,Плащ,Одежда,3,4853.9,0.0
QZ1IFPWUCW,Лоферы,Обувь,2,2479.25,39.5
QZ1IFPWUCW,Ремень кожаный,Аксессуары,1,1984.65,0.0
L5TQSGE85F,Ремень кожаный,Аксессуары,2,3425.23,2210.0
L5TQSGE85F,Кроссовки,Обувь,3,1013.22,0.0
L5TQSGE85F,Куртка демисезонная,Одежда,1,3520.78,823.24
TBLYCBE0CM,Пуховик лёгкий,Одежда,3,3143.13,670.78
TBLYCBE0CM,Шорты,Одежда,1,2914.15,270.29
274WF6SVMI,Пуховик лёгкий,Одежда,2,1913.99,124.52
9MOFFZGK8X,Перчатки,Аксессуары,1,1839.4,557.85
9MOFFZGK8X,Брюки чинос,Одежда,3,1336.93,940.76
53UJ1R0H82,Туфли классические,Обувь,2,2083.95,1136.1
DPLYDX4YZD,Ботинки кожаные,Обувь,1,882.28,0.0
DPLYDX4YZD,Шорты,Одежда,3,2824.13,0.0
RCD4EJAK4F,Шапка,Аксессуары,1,758.16,0.0
RCD4EJAK4F,Ботинки кожаные,Обувь,3,1190.92,419.04
6AE8LDCKR4,Шарф шерстяной,Аксессуары,2,797.45,96.13
6AE8LDCKR4,Шарф шерстяной,Аксессуары,3,1480.69,0.0
NSELEQOGYJ,Кроссовки,Обувь,3,1125.67,839.58
JJ7FC4K5KX,Ремень кожаный,Аксессуары,2,2880.75,309.62
3JB7XAJ9C2,Шорты,Одежда,3,3390.68,0.0
3JB7XAJ9C2,Ботинки кожаные,Обувь,3,471.79,0.0
OEY017X66X,Лоферы,Обувь,3,2128.75,0.0
OEY017X66X,Кроссовки,Обувь,1,3423.59,76.0
OEY017X66X,Ремень кожаный,Аксессуары,1,3157.22,0.0
OEY017X66X,Пуховик лёгкий,Одежда,2,3905.65,2255.75
IXEMUCH2P5,Ремень кожаный,Аксессуары,3,2238.63,2255.59
IXEMUCH2P5,Шарф шерстяной,Аксессуары,1,4553.29,0.0
IXEMUCH2P5,Джинсы прямые,Одежда,1,3564.52,0.0
H865FCG279,Лоферы,Обувь,2,898.86,3.24
H865FCG279,Юбка миди,Одежда,3,937.11,785.99
H865FCG279,Перчатки,Аксессуары,1,674.57,0.0
SR7K822817,Куртка демисезонная,Одежда,3,737.34,290.0
SR7K822817,Шапка,Аксессуары,2,2861.33,91.29
7ELANWY81W,Шарф шерстяной,Аксессуары,3,217.54,0.0
SMYVY5XHNL,Джинсы прямые,Одежда,3,3652.42,0.0
SMYVY5XHNL,Плащ,Одежда,2,3453.05,2028.33
SMYVY5XHNL,Перчатки,Аксессуары,2,2444.86,804.88
SMYVY5XHNL,Ремень кожаный,Аксессуары,1,2112.85,0.0
5M97WX0QJU,Юбка миди,Одежда,3,2270.96,633.36
T2P8NQ8VER,Ремень кожаный,Аксессуары,2,2066.8,0.0
T2P8NQ8VER,Ботинки кожаные,Обувь,3,1765.32,1769.23
T2P8NQ8VER,Плащ,Одежда,2,2693.49,0.0
JN3RZOAN2I,Брюки чинос,Одежда,3,1496.42,807.42
BJW8QRV3KD,Юбка миди,Одежда,3,3935.51,3890.29
BJW8QRV3KD,Пуховик лёгкий,Одежда,2,4605.42,0.0
BJW8QRV3KD,Кроссовки,Обувь,1,2687.25,0.0
G78ZJ8XZMI,Пальто классическое,Одежда,2,1325.64,811.22
G78ZJ8XZMI,Джинсы прямые,Одежда,2,3972.04,0.0
MT57GTRY9L,Шапка,Аксессуары,3,3625.04,3010.46
IHNB18SIQM,Ботинки кожаные,Обувь,1,1029.03,69.83
IHNB18SIQM,Шапка,Аксессуары,2,1343.53,230.68
IHNB18SIQM,Ботинки кожаные,Обувь,1,1295.89,52.79
IHNB18SIQM,Ремень кожаный,Аксессуары,3,3761.36,2536.0
