doc_id,item,category,amount,price,discount
9M56NL1O8L,Плащ,Одежда,1,1406.32,0.0
0XTJ9O6O12,Ремень кожаный,Аксессуары,1,4066.86,45.02
LYHMOF9YU8,Плащ,Одежда,2,1222.81,0.0
KH7MK7BVJS,Перчатки,Аксессуары,2,4296.64,0.0
5RSE5HOOC5,Юбка миди,Одежда,3,960.03,0.0
5RSE5HOOC5,Брюки чинос,Одежда,3,3125.1,0.0
5RSE5HOOC5,Лоферы,Обувь,3,3258.82,0.0
44SH433PON,Туфли классические,Обувь,2,3004.17,0.0
7QNV8YIFCC,Ботинки кожаные,Обувь,2,4519.87,0.0
7QNV8YIFCC,Шорты,Одежда,2,1758.24,463.67
7QNV8YIFCC,Шорты,Одежда,3,4181.87,0.0
7QNV8YIFCC,Юбка миди,Одежда,1,3920.33,974.32
EAQCS745SJ,Брюки чинос,Одежда,1,809.02,244.47
6JQNZY0WC7,Шорты,Одежда,2,2284.2,0.0
6JQNZY0WC7,Ботинки кожаные,Обувь,1,1924.36,0.0
BRFK8Z35PY,Кроссовки,Обувь,1,3911.74,43.06
BRFK8Z35PY,Туфли классические,Обувь,2,348.01,225.43
31EDLY9LUP,Куртка демисезонная,Одежда,1,2244.94,751.15
31EDLY9LUP,Плащ,Одежда,3,1240.01,0.0
S7R6NIUGZM,Шарф шерстяной,Аксессуары,2,4911.8,0.0
25AJ1RYQX6,Брюки чинос,Одежда,3,2890.62,1029.88
25AJ1RYQX6,Куртка демисезонная,Одежда,3,2376.78,0.0
25AJ1RYQX6,Ремень кожаный,Аксессуары,1,4841.34,1381.17
25AJ1RYQX6,Куртка демисезонная,Одежда,3,1177.41,0.0
Q14YM9632A,Туфли классические,Обувь,2,3824.18,0.0
Q14YM9632A,Туфли классические,Обувь,1,715.24,0.0
Q14YM9632A,Ботинки кожаные,Обувь,2,291.43,86.69
GFEQZ74FHS,Ремень кожаный,Аксессуары,3,1938.86,0.0
GFEQZ74FHS,Пуховик лёгкий,Одежда,1,2053.21,184.09
GFEQZ74FHS,Шарф шерстяной,Аксессуары,1,4270.1,1122.26
0JBTCYFIIN,Пуховик лёгкий,Одежда,3,4333.75,2678.04
OU3ZJM6Y48,Ремень кожаный,Аксессуары,1,1395.58,0.0
OU3ZJM6Y48,Джинсы прямые,Одежда,2,1583.19,104.64
OU3ZJM6Y48,Перчатки,Аксессуары,2,3913.36,0.0
OU3ZJM6Y48,Пальто классическое,Одежда,2,1454.7,0.0
GRTTS1DP0Q,Шорты,Одежда,2,3561.25,1324.36
GRTTS1DP0Q,Ботинки кожаные,Обувь,3,3482.87,0.0
EQ0JOJFF6U,Пуховик лёгкий,Одежда,3,3216.82,0.0
EQ0JOJFF6U,Лоферы,Обувь,2,1745.7,0.0
EQ0JOJFF6U,Перчатки,Аксессуары,1,3417.13,887.41
EQ0JOJFF6U,Шапка,Аксессуары,3,4906.29,4166.41
5FORUC1NXB,Брюки чинос,Одежда,2,1701.08,0.0
NGWZEBW2FS,Туфли классические,Обувь,1,565.1,0.0
NGWZEBW2FS,Пуховик лёгкий,Одежда,1,2949.1,183.63
NGWZEBW2FS,Пальто классическое,Одежда,3,4646.59,0.0
RK84Q1J9IA,Пальто классическое,Одежда,2,2482.77,1383.81
RK84Q1J9IA,Кроссовки,Обувь,3,4091.82,2324.47
IRZKW62S4D,Лоферы,Обувь,2,288.97,93.58
IRZKW62S4D,Шарф шерстяной,Аксессуары,2,3846.39,1573.11
B0BBU4HG6S,Шапка,Аксессуары,3,4195.04,0.0
B0BBU4HG6S,Лоферы,Обувь,3,2248.69,0.0
B0BBU4HG6S,Лоферы,Обувь,3,2039.32,2043.41
B0BBU4HG6S,Кроссовки,Обувь,2,778.86,181.62
3IU2MVYCLZ,Шарф шерстяной,Аксессуары,1,3856.51,222.75
4MOB14LDJL,Шарф шерстяной,Аксессуары,2,2830.9,0.0
4MOB14LDJL,Куртка демисезонная,Одежда,1,4639.74,0.0
4MOB14LDJL,Туфли классические,Обувь,3,3230.21,0.0
C6W99STDGD,Шарф шерстяной,Аксессуары,3,4979.6,2559.6
C6W99STDGD,Шапка,Аксессуары,2,3957.96,2273.89
C6W99STDGD,Пуховик лёгкий,Одежда,3,4524.11,4433.72
MDND4BGEL4,Джинсы прямые,Одежда,2,1267.37,0.0
MDND4BGEL4,Куртка демисезонная,Одежда,2,1772.16,1114.64
MDND4BGEL4,Плащ,Одежда,1,1836.25,96.67
RFBTAN5K7R,Куртка демисезонная,Одежда,1,4004.01,0.0
RFBTAN5K7R,Пуховик лёгкий,Одежда,1,1448.06,0.0
0EG25XK2VV,Куртка демисезонная,Одежда,2,636.86,219.94
ZWGZ0VMZIQ,Плащ,Одежда,2,3725.85,77.36
ZWGZ0VMZIQ,Шарф шерстяной,Аксессуары,3,488.38,0.0
ZWGZ0VMZIQ,Пальто классическое,Одежда,1,1162.23,0.0
ZWGZ0VMZIQ,Шарф шерстяной,Аксессуары,2,2937.0,0.0
CISQHCK084,Плащ,Одежда,3,2539.98,764.65
CISQHCK084,Кроссовки,Обувь,3,856.17,0.0
CISQHCK084,Шарф шерстяной,Аксессуары,2,1446.43,0.0
CISQHCK084,Пальто классическое,Одежда,2,4817.74,2585.66
TMS5GAS40V,Шорты,Одежда,3,486.83,0.0
TMS5GAS40V,Туфли классические,Обувь,2,2874.29,58.34
TMS5GAS40V,Ремень кожаный,Аксессуары,2,4725.69,1700.91
WSKW3ME9O3,Перчатки,Аксессуары,1,3041.54,129.85
WSKW3ME9O3,Шарф шерстяной,Аксессуары,2,237.12,0.0
