doc_id,item,category,amount,price,discount
7V0FVP19H2,Кроссовки,Обувь,3,1562.09,1504.43
7V0FVP19H2,Перчатки,Аксессуары,3,2351.76,0.0
7V0FVP19H2,Шапка,Аксессуары,3,2063.04,1919.78
7V0FVP19H2,Шапка,Аксессуары,3,2044.11,0.0
958DWOQI1K,Ботинки кожаные,Обувь,2,2212.4,0.0
DPBYTBVUKR,Пальто классическое,Одежда,3,3841.14,0.0
DPBYTBVUKR,Кроссовки,Обувь,1,2576.96,167.53
DPBYTBVUKR,Плащ,Одежда,3,1611.53,0.0
FU2SPLF6PX,Туфли классические,Обувь,3,4009.22,219.15
FU2SPLF6PX,Лоферы,Обувь,1,882.16,0.0
FU2SPLF6PX,Пуховик лёгкий,Одежда,2,4553.27,2814.22
BLN9QSB4VD,Плащ,Одежда,2,3018.15,1686.2
BLN9QSB4VD,Плащ,Одежда,1,3634.02,0.0
BLN9QSB4VD,Плащ,Одежда,1,4583.08,319.76
OVLV7MG01T,Юбка миди,Одежда,1,2793.07,0.0
OVLV7MG01T,Шарф шерстяной,Аксессуары,3,625.68,0.0
OVLV7MG01T,Пуховик лёгкий,Одежда,3,1712.49,0.0
XH0UFK8A7Z,Пальто классическое,Одежда,1,3789.03,1142.52
XH0UFK8A7Z,Пальто классическое,Одежда,2,2940.65,1736.26
XH0UFK8A7Z,Брюки чинос,Одежда,1,998.39,89.59
5N4AOHMAQY,Ремень кожаный,Аксессуары,2,4296.67,2836.27
5N4AOHMAQY,Юбка миди,Одежда,3,3391.12,1169.24
2GCDJ6MPDW,Туфли классические,Обувь,2,4555.14,631.01
2GCDJ6MPDW,Шарф шерстяной,Аксессуары,2,893.94,51.91
2GCDJ6MPDW,Туфли классические,Обувь,3,4761.2,0.0
2GCDJ6MPDW,Пуховик лёгкий,Одежда,1,4322.75,1283.33
29J5Z1D8V6,Туфли классические,Обувь,2,2862.96,678.19
29J5Z1D8V6,Лоферы,Обувь,2,1527.65,0.0
29J5Z1D8V6,Шапка,Аксессуары,2,4192.11,1027.72
06VP3S8J9W,Шорты,Одежда,2,4313.0,0.0
38BO4ACFTA,Кроссовки,Обувь,3,3675.6,0.0
38BO4ACFTA,Плащ,Одежда,2,2527.92,224.59
38BO4ACFTA,Куртка демисезонная,Одежда,1,2417.96,0.0
38BO4ACFTA,Шарф шерстяной,Аксессуары,1,3363.36,1143.4
F3OJS7OM9E,Лоферы,Обувь,2,3406.32,2375.45
F3OJS7OM9E,Ремень кожаный,Аксессуары,1,4119.43,529.91
YYPJRIVSNC,Туфли классические,Обувь,2,1957.1,0.0
YYPJRIVSNC,Туфли классические,Обувь,3,2602.08,1917.61
KVQPXRHD1F,Ботинки кожаные,Обувь,1,1262.7,215.38
KVQPXRHD1F,Куртка демисезонная,Одежда,2,447.23,0.0
O3YR8031UP,Туфли классические,Обувь,3,2161.44,0.0
O3YR8031UP,Брюки чинос,Одежда,2,1761.31,0.0
O3YR8031UP,Туфли классические,Обувь,1,635.24,0.0
O3YR8031UP,Джинсы прямые,Одежда,2,4213.86,0.0
VW4EXI1ZL7,Ремень кожаный,Аксессуары,2,1737.36,0.0
VW4EXI1ZL7,Туфли классические,Обувь,3,1674.12,0.0
9TAB7KOHN8,Куртка демисезонная,Одежда,1,3731.3,0.0
9TAB7KOHN8,Плащ,Одежда,2,4493.69,1048.16
9TAB7KOHN8,Юбка миди,Одежда,2,3102.47,0.0
WR8ZDEWIQM,Плащ,Одежда,3,1676.26,979.41
WR8ZDEWIQM,Шорты,Одежда,3,1386.34,976.57
WR8ZDEWIQM,Ремень кожаный,Аксессуары,3,575.05,0.0
S1DK23C7OR,Пальто классическое,Одежда,1,3274.95,37.72
S1DK23C7OR,Ботинки кожаные,Обувь,2,2462.16,1116.95
S1DK23C7OR,Джинсы прямые,Одежда,2,3945.67,395.7
KB4ZGMLZ3F,Брюки чинос,Одежда,1,1707.41,0.0
KB4ZGMLZ3F,Плащ,Одежда,2,4022.44,0.0
CYVKABLZUS,Пальто классическое,Одежда,2,3573.97,0.0
CYVKABLZUS,Ремень кожаный,Аксессуары,1,1123.94,0.0
CYVKABLZUS,Юбка миди,Одежда,1,2763.85,0.0
CYVKABLZUS,Кроссовки,Обувь,3,2875.54,0.0
RQP7AO9US6,Лоферы,Обувь,2,294.37,34.5
E542OV01VC,Шарф шерстяной,Аксессуары,3,1859.95,1498.48
E542OV01VC,Лоферы,Обувь,3,3083.41,0.0
E542OV01VC,Перчатки,Аксессуары,3,3443.19,0.0
MNNDPQ9BA5,Плащ,Одежда,2,826.32,0.0
MNNDPQ9BA5,Перчатки,Аксессуары,2,1077.63,239.54
MNNDPQ9BA5,Брюки чинос,Одежда,1,2713.16,0.0
2YOS4HAAWJ,Юбка миди,Одежда,3,1520.93,461.31
2YOS4HAAWJ,Лоферы,Обувь,2,4406.77,0.0
2YOS4HAAWJ,Перчатки,Аксессуары,1,3743.74,0.0
2YOS4HAAWJ,Шорты,Одежда,1,3199.39,0.0
EPE8TQF9N9,Лоферы,Обувь,1,2845.79,0.0
EPE8TQF9N9,Джинсы прямые,Одежда,2,2928.81,611.84
47HPT6JR88,Ремень кожаный,Аксессуары,2,4496.1,0.0
47HPT6JR88,Лоферы,Обувь,2,2081.56,0.0
8GI2V4LZ5Z,Шарф шерстяной,Аксессуары,2,4684.13,0.0
8GI2V4LZ5Z,Пальто классическое,Одежда,3,1892.14,0.0
WBIZ5F27LT,Лоферы,Обувь,3,799.08,0.0
WBIZ5F27LT,Пуховик лёгкий,Одежда,3,2832.75,2237.66
3SUIHJTZ55,Брюки чинос,Одежда,3,729.38,0.0
GMFNSG926K,Лоферы,Обувь,1,3117.38,69.86
GMFNSG926K,Джинсы прямые,Одежда,1,784.36,0.0
GMFNSG926K,Лоферы,Обувь,1,4821.91,463.62
ZUQNFIPACC,Перчатки,Аксессуары,3,2464.85,1673.9
ZUQNFIPACC,Куртка демисезонная,Одежда,1,3233.62,0.0
ZUQNFIPACC,Шарф шерстяной,Аксессуары,3,4749.81,2389.92
ZUQNFIPACC,Кроссовки,Обувь,2,4329.8,0.0
0RQ130AOSS,Плащ,Одежда,3,819.17,704.25
0RQ130AOSS,Ремень кожаный,Аксессуары,3,1969.03,1160.85
AKOJN9TNMX,Шорты,Одежда,1,605.55,0.0
AKOJN9TNMX,Кроссовки,Обувь,2,258.99,0.0
AKOJN9TNMX,Джинсы прямые,Одежда,3,3971.53,1121.04
AKOJN9TNMX,Лоферы,Обувь,1,4845.46,0.0
FTRFONRJ49,Джинсы прямые,Одежда,2,4624.87,0.0
FTRFONRJ49,Брюки чинос,Одежда,1,2476.86,0.0
VLEZU95OXQ,Шарф шерстяной,Аксессуары,2,2377.85,0.0
8Y2DPHFTUE,Ботинки кожаные,Обувь,1,3199.27,0.0
8Y2DPHFTUE,Шапка,Аксессуары,2,2270.65,0.0
YUDH887K02,Шапка,Аксессуары,3,1634.74,1241.68
