doc_id,item,category,amount,price,discount
7ZDO7RBMSC,Брюки чинос,Одежда,1,1259.45,0.0
7ZDO7RBMSC,Ремень кожаный,Аксессуары,3,1491.37,0.0
7ZDO7RBMSC,Туфли классические,Обувь,3,832.23,93.82
7ZDO7RBMSC,Ботинки кожаные,Обувь,3,4169.95,0.0
3X565NNBMY,Ботинки кожаные,Обувь,2,489.21,0.0
PMQHFXAUZZ,Брюки чинос,Одежда,1,1981.43,63.66
PMQHFXAUZZ,Юбка миди,Одежда,1,1703.71,0.0
PMQHFXAUZZ,Пальто классическое,Одежда,2,1201.87,0.0
PMQHFXAUZZ,Перчатки,Аксессуары,2,4806.3,0.0
30VKOOFXP7,Перчатки,Аксессуары,1,3210.35,624.06
30VKOOFXP7,Джинсы прямые,Одежда,1,3485.43,0.0
M6M7OW8SYP,Шорты,Одежда,1,1296.73,57.81
M6M7OW8SYP,Брюки чинос,Одежда,3,4651.81,3598.79
M6M7OW8SYP,Шарф шерстяной,Аксессуары,3,4086.38,2735.43
2J2PTFE4CP,Лоферы,Обувь,2,3691.7,543.23
2J2PTFE4CP,Пуховик лёгкий,Одежда,2,2388.89,305.21
C9E33OTN63,Куртка демисезонная,Одежда,1,1898.96,0.0
C9E33OTN63,Брюки чинос,Одежда,1,561.63,35.66
IE635G115X,Куртка демисезонная,Одежда,3,4809.28,0.0
73UEI3Z0KO,Шапка,Аксессуары,2,4757.13,0.0
QOG3OQ36JC,Шапка,Аксессуары,3,3059.88,1598.99
QOG3OQ36JC,Юбка миди,Одежда,1,463.63,35.29
0WDWVPR0AG,Брюки чинос,Одежда,2,332.77,0.0
0WDWVPR0AG,Джинсы прямые,Одежда,2,4325.62,0.0
0WDWVPR0AG,Ремень кожаный,Аксессуары,2,2802.68,0.0
S55OICOF4W,Брюки чинос,Одежда,3,2258.4,580.25
S55OICOF4W,Ремень кожаный,Аксессуары,3,2129.45,360.57
S55OICOF4W,Юбка миди,Одежда,2,1130.85,0.0
8SCLGGSHKZ,Джинсы прямые,Одежда,1,2532.55,0.0
8SCLGGSHKZ,Шорты,Одежда,1,4536.78,0.0
8SCLGGSHKZ,Юбка миди,Одежда,2,2655.99,0.0
8SCLGGSHKZ,Перчатки,Аксессуары,1,1087.62,0.0
7J55MO2CR4,Ремень кожаный,Аксессуары,1,3496.66,0.0
7J55MO2CR4,Плащ,Одежда,2,4334.85,0.0
7J55MO2CR4,Лоферы,Обувь,2,4882.59,0.0
TBFKW4ESLJ,Туфли классические,Обувь,1,1711.04,0.0
B1HESASAN3,Шорты,Одежда,3,2205.73,0.0
B1HESASAN3,Шарф шерстяной,Аксессуары,1,212.91,0.0
B1HESASAN3,Куртка демисезонная,Одежда,3,545.84,526.2
B1HESASAN3,Кроссовки,Обувь,3,4034.01,0.0
K13R63PR06,Куртка демисезонная,Одежда,2,4580.9,3014.46
ZEHZWC56L5,Лоферы,Обувь,3,3143.52,1766.47
ZEHZWC56L5,Ботинки кожаные,Обувь,3,1626.35,1116.91
ZEHZWC56L5,Брюки чинос,Одежда,2,1019.06,550.39
EB9DP7O066,Шорты,Одежда,1,4319.42,0.0
EB9DP7O066,Пуховик лёгкий,Одежда,3,2426.66,154.24
O875BDTHT7,Пальто классическое,Одежда,1,2324.13,0.0
O875BDTHT7,Ремень кожаный,Аксессуары,1,2003.0,455.16
URK0729H0P,Лоферы,Обувь,2,3764.29,0.0
URK0729H0P,Туфли классические,Обувь,3,2059.94,0.0
DDHO3G7P3H,Куртка демисезонная,Одежда,2,2411.53,0.0
DDHO3G7P3H,Шапка,Аксессуары,3,1847.51,1911.81
DDHO3G7P3H,Пальто классическое,Одежда,2,4767.11,1083.04
DDHO3G7P3H,Куртка демисезонная,Одежда,3,3617.39,0.0
Z7OH0MRBC8,Плащ,Одежда,3,2632.02,0.0
EMC8F2NMPN,Ботинки кожаные,Обувь,3,2045.27,0.0
EMC8F2NMPN,Пальто классическое,Одежда,1,3180.11,0.0
O8QJ44NIBX,Джинсы прямые,Одежда,2,721.23,57.45
O8QJ44NIBX,Туфли классические,Обувь,1,1463.3,257.21
O8QJ44NIBX,Лоферы,Обувь,1,3175.87,119.23
LWYXDXXCEI,Брюки чинос,Одежда,1,3030.42,33.57
JHKX495JYV,Брюки чинос,Одежда,3,2535.32,0.0
JHKX495JYV,Ремень кожаный,Аксессуары,2,4068.23,1735.58
JHKX495JYV,Ремень кожаный,Аксессуары,1,1477.66,0.0
3XQO9Q53BR,Джинсы прямые,Одежда,2,2253.26,0.0
3XQO9Q53BR,Лоферы,Обувь,1,2427.42,481.61
3XQO9Q53BR,Шарф шерстяной,Аксессуары,3,4135.18,0.0
ZCQJ3O05ED,Плащ,Одежда,2,1312.29,0.0
ZCQJ3O05ED,Перчатки,Аксессуары,1,1810.03,0.0
B06OZTTJCL,Пальто классическое,Одежда,1,4223.82,0.0
B06OZTTJCL,Шарф шерстяной,Аксессуары,1,1565.21,522.75
B06OZTTJCL,Пуховик лёгкий,Одежда,3,1112.64,110.91
MB6FWZH2N6,Туфли классические,Обувь,3,349.56,34.37
MB6FWZH2N6,Плащ,Одежда,3,2201.64,0.0
MB6FWZH2N6,Туфли классические,Обувь,3,1746.51,0.0
MB6FWZH2N6,Туфли классические,Обувь,1,4078.73,843.61
LHDOH46JY1,Джинсы прямые,Одежда,2,3344.66,1456.84
T2ND2239NK,Пальто классическое,Одежда,1,386.14,78.57
T2ND2239NK,Шарф шерстяной,Аксессуары,2,2375.29,1475.72
T2ND2239NK,Шапка,Аксессуары,2,4118.78,2317.65
V6WOOF8PVG,Шорты,Одежда,1,442.22,34.5
248GDVL0AT,Джинсы прямые,Одежда,1,1323.9,372.71
248GDVL0AT,Куртка демисезонная,Одежда,3,1508.62,0.0
248GDVL0AT,Брюки чинос,Одежда,2,2851.36,0.0
HHEPEXXOEB,Шарф шерстяной,Аксессуары,1,2794.96,0.0
HHEPEXXOEB,Пальто классическое,Одежда,1,1414.8,233.9
HHEPEXXOEB,Шарф шерстяной,Аксессуары,2,4330.86,0.0
RFNBXL8E10,Ботинки кожаные,Обувь,2,1187.96,0.0
RFNBXL8E10,Лоферы,Обувь,1,2543.38,205.13
RFNBXL8E10,Брюки чинос,Одежда,2,2960.27,0.0
RFNBXL8E10,Шорты,Одежда,3,2093.79,0.0
C3835VIKZA,Брюки чинос,Одежда,3,206.36,0.0
QCUC4HH92P,Плащ,Одежда,1,4777.43,0.0
QCUC4HH92P,Брюки чинос,Одежда,3,4159.24,0.0
QCUC4HH92P,Перчатки,Аксессуары,2,916.7,60.0
HPW9VAGXMW,Брюки чинос,Одежда,2,2601.33,0.0
HPW9VAGXMW,Шорты,Одежда,3,4894.52,0.0
HPW9VAGXMW,Пуховик лёгкий,Одежда,1,2814.78,0.0
TCDFUC79JI,Пуховик лёгкий,Одежда,3,223.4,0.0
DWDONCK13V,Пуховик лёгкий,Одежда,2,3022.51,0.0
DWDONCK13V,Ботинки кожаные,Обувь,2,2306.84,0.0
DWDONCK13V,Лоферы,Обувь,2,3200.95,0.0
BMA78OANVB,Ботинки кожаные,Обувь,3,4075.85,0.0
BMA78OANVB,Юбка миди,Одежда,2,833.69,524.33
BMA78OANVB,Шапка,Аксессуары,2,2745.82,0.0
3F91T9C7L4,Шорты,Одежда,2,1524.04,944.93
3F91T9C7L4,Ремень кожаный,Аксессуары,1,3209.19,0.0
3F91T9C7L4,Плащ,Одежда,1,4666.31,1286.3
4SEBCDADSW,Туфли классические,Обувь,1,551.6,58.48
4SEBCDADSW,Куртка демисезонная,Одежда,3,2708.06,2785.46
FT2ZILZ9HL,Шапка,Аксессуары,3,1079.62,6.28
FT2ZILZ9HL,Брюки чинос,Одежда,2,2166.21,803.88
FT2ZILZ9HL,Пальто классическое,Одежда,1,2561.66,0.0
TG2ZGRXSXH,Плащ,Одежда,1,1095.59,0.0
86KSKD1F6W,Джинсы прямые,Одежда,3,1515.34,564.43
86KSKD1F6W,Куртка демисезонная,Одежда,1,3846.05,1248.12
86KSKD1F6W,Шарф шерстяной,Аксессуары,1,3753.88,0.0
86KSKD1F6W,Плащ,Одежда,2,1138.93,0.0
FPZ75L0449,Лоферы,Обувь,3,566.31,188.86
FPZ75L0449,Шапка,Аксессуары,2,1135.78,785.7
FPZ75L0449,Куртка демисезонная,Одежда,1,1151.3,37.8
XN6WCAQCE6,Ремень кожаный,Аксессуары,1,2976.95,0.0
XN6WCAQCE6,Пуховик лёгкий,Одежда,1,4329.87,1038.81
