doc_id,item,category,amount,price,discount
HURQQ9PZ45,Шапка,Аксессуары,3,3927.28,0.0
HURQQ9PZ45,Кроссовки,Обувь,2,1997.64,0.0
HURQQ9PZ45,Шапка,Аксессуары,2,4839.2,0.0
HURQQ9PZ45,Ремень кожаный,Аксессуары,3,4983.61,5048.7
81MSWYB4NI,Пальто классическое,Одежда,3,295.16,0.0
81MSWYB4NI,Туфли классические,Обувь,3,1226.41,1143.04
81MSWYB4NI,Куртка демисезонная,Одежда,3,861.52,0.0
81MSWYB4NI,Брюки чинос,Одежда,3,388.29,0.0
O0YS6OQN57,Джинсы прямые,Одежда,1,4795.17,1601.4
O0YS6OQN57,Пальто классическое,Одежда,3,332.84,118.93
O0YS6OQN57,Ботинки кожаные,Обувь,2,3314.68,0.0
J9HBF85JN3,Джинсы прямые,Одежда,3,315.17,0.0
J9HBF85JN3,Плащ,Одежда,3,1669.96,810.72
J9HBF85JN3,Плащ,Одежда,3,2204.09,0.0
K0SEI2KLPD,Пуховик лёгкий,Одежда,3,1424.58,1268.14
K0SEI2KLPD,Туфли классические,Обувь,3,1951.17,1675.06
VU3NZZGZCN,Ботинки кожаные,Обувь,3,1359.04,544.61
1PTBYV9O33,Пальто классическое,Одежда,3,4445.79,4114.28
1PTBYV9O33,Туфли классические,Обувь,2,1327.71,799.15
1PTBYV9O33,Туфли классические,Обувь,1,4800.6,1278.34
97CHWOQJ7O,Шапка,Аксессуары,3,2090.52,0.0
97CHWOQJ7O,Куртка демисезонная,Одежда,3,1667.74,667.23
97CHWOQJ7O,Джинсы прямые,Одежда,1,1368.65,168.56
UE2GRMS3FD,Джинсы прямые,Одежда,3,4271.11,0.0
3MF1EPH185,Джинсы прямые,Одежда,1,1449.52,249.42
3MF1EPH185,Плащ,Одежда,3,1871.48,0.0
9TYORXNPS2,Шапка,Аксессуары,1,4843.99,0.0
9TYORXNPS2,Кроссовки,Обувь,2,1672.87,135.87
UVAVFFY0G3,Перчатки,Аксессуары,3,1686.8,0.0
UVAVFFY0G3,Джинсы прямые,Одежда,1,2292.53,0.0
UVAVFFY0G3,Пальто классическое,Одежда,1,2661.81,55.47
UVAVFFY0G3,Шапка,Аксессуары,2,532.92,295.0
97HVEUILWF,Джинсы прямые,Одежда,2,1751.15,0.0
97HVEUILWF,Лоферы,Обувь,1,1406.76,255.69
97HVEUILWF,Лоферы,Обувь,3,629.41,0.0
97HVEUILWF,Шорты,Одежда,1,3067.19,364.02
J3OCKEJM1J,Ботинки кожаные,Обувь,3,3249.64,0.0
J3OCKEJM1J,Ботинки кожаные,Обувь,3,1277.23,0.0
J3OCKEJM1J,Туфли классические,Обувь,1,490.27,128.44
J3OCKEJM1J,Перчатки,Аксессуары,1,974.35,0.0
4NFYZVRMTO,Куртка демисезонная,Одежда,2,4805.62,0.0
H3GGKLK2FI,Ботинки кожаные,Обувь,3,2576.13,2011.53
SNL3FMNIAU,Кроссовки,Обувь,3,2379.27,351.65
SNL3FMNIAU,Плащ,Одежда,2,3742.27,0.0
SNL3FMNIAU,Перчатки,Аксессуары,3,356.59,121.4
2TAJH2BZN4,Куртка демисезонная,Одежда,3,2694.13,0.0
2TAJH2BZN4,Шарф шерстяной,Аксессуары,2,3760.79,1860.38
2TAJH2BZN4,Шорты,Одежда,2,3366.43,0.0
2TAJH2BZN4,Ботинки кожаные,Обувь,2,248.7,151.09
0AFOT9P3XY,Ботинки кожаные,Обувь,3,1526.22,0.0
0AFOT9P3XY,Пуховик лёгкий,Одежда,1,2725.62,631.66
V8OF22P7YH,Шорты,Одежда,1,745.17,0.0
V8OF22P7YH,Туфли классические,Обувь,1,4276.74,0.0
V8OF22P7YH,Плащ,Одежда,1,3303.46,96.13
V8OF22P7YH,Брюки чинос,Одежда,1,4294.28,349.1
QJN71XCS5L,Лоферы,Обувь,1,1125.82,0.0
QJN71XCS5L,Куртка демисезонная,Одежда,2,1401.49,814.74
QJN71XCS5L,Пальто классическое,Одежда,2,1653.59,0.0
TFCF94JZBO,Джинсы прямые,Одежда,2,1599.6,0.0
KRWP2MHE4Z,Джинсы прямые,Одежда,1,1591.87,0.0
KRWP2MHE4Z,Перчатки,Аксессуары,2,4518.28,2088.25
J6F0GL71DE,Перчатки,Аксессуары,2,1890.09,0.0
J6F0GL71DE,Пальто классическое,Одежда,1,4330.36,0.0
XLFBHAI33X,Перчатки,Аксессуары,2,386.38,75.58
7SOP3GPT3Q,Юбка миди,Одежда,2,881.51,243.61
7SOP3GPT3Q,Лоферы,Обувь,3,1176.73,0.0
6MIZEKOUXJ,Перчатки,Аксессуары,2,1542.49,583.64
KRZ4TPHVAC,Пальто классическое,Одежда,1,4883.87,0.0
KRZ4TPHVAC,Шорты,Одежда,1,1427.29,0.0
KRZ4TPHVAC,Пуховик лёгкий,Одежда,3,819.53,0.0
KRZ4TPHVAC,Шарф шерстяной,Аксессуары,3,2011.09,753.79
XV1T8EY7BG,Куртка демисезонная,Одежда,3,1510.58,0.0
XV1T8EY7BG,Шорты,Одежда,2,3117.28,731.83
