doc_id,item,category,amount,price,discount
K1Y43YL2MF,Перчатки,Аксессуары,2,2359.57,0.0
L95JKEXEWO,Ремень кожаный,Аксессуары,3,1661.06,0.0
L95JKEXEWO,Шапка,Аксессуары,3,3457.65,0.0
L95JKEXEWO,Шорты,Одежда,3,4108.89,1170.95
L95JKEXEWO,Шапка,Аксессуары,1,2209.05,161.47
QSXEWH16X1,Брюки чинос,Одежда,1,2368.34,0.0
QSXEWH16X1,Плащ,Одежда,3,3220.05,0.0
QSXEWH16X1,Шапка,Аксессуары,2,2843.2,1066.63
QSXEWH16X1,Кроссовки,Обувь,1,2959.52,0.0
05O72MOCCS,Плащ,Одежда,3,3377.79,0.0
05O72MOCCS,Плащ,Одежда,2,4552.73,0.0
2SDVFILSHG,Джинсы прямые,Одежда,1,2790.61,18.18
2SDVFILSHG,Шорты,Одежда,2,3582.45,2471.97
2SDVFILSHG,Шапка,Аксессуары,3,4797.4,0.0
NAK52OBGGH,Шорты,Одежда,2,1400.42,0.0
NAK52OBGGH,Плащ,Одежда,1,2677.08,0.0
9GAKWB44IB,Лоферы,Обувь,3,3652.2,2834.3
9GAKWB44IB,Кроссовки,Обувь,1,1618.76,0.0
9GAKWB44IB,Пуховик лёгкий,Одежда,1,471.99,0.0
9GAKWB44IB,Пуховик лёгкий,Одежда,2,3140.43,0.0
5EQG2RKAR9,Ботинки кожаные,Обувь,2,4888.1,0.0
5EQG2RKAR9,Перчатки,Аксессуары,2,366.22,71.35
5EQG2RKAR9,Шорты,Одежда,1,4660.92,93.8
4IPEM2WQYN,Куртка демисезонная,Одежда,2,3438.53,0.0
8DCZ6V98TB,Туфли классические,Обувь,1,1024.94,84.48
8DCZ6V98TB,Джинсы прямые,Одежда,2,279.56,175.09
8DCZ6V98TB,Куртка демисезонная,Одежда,3,2390.76,0.0
M1YML3R3ND,Пуховик лёгкий,Одежда,1,1022.51,219.08
M1YML3R3ND,Куртка демисезонная,Одежда,1,4698.04,937.19
PMHXE45DOK,Юбка миди,Одежда,1,1139.71,325.91
HUYPRR5YBG,Юбка миди,Одежда,2,2912.99,0.0
JBDJ9GU9RO,Плащ,Одежда,3,2939.96,1989.13
JBDJ9GU9RO,Куртка демисезонная,Одежда,3,649.1,386.71
1Z90UFSUNO,Юбка миди,Одежда,1,4576.91,20.04
1F98HP8BB8,Пуховик лёгкий,Одежда,1,838.19,0.0
VR57KW8QH5,Плащ,Одежда,2,836.7,0.0
NB0MODUH42,Шорты,Одежда,3,3610.75,248.69
4IJXLMPP6D,Юбка миди,Одежда,3,1333.6,0.0
4IJXLMPP6D,Лоферы,Обувь,1,1763.88,327.73
4IJXLMPP6D,Лоферы,Обувь,2,1773.45,0.0
U023EPX66W,Ботинки кожаные,Обувь,2,2855.22,1429.28
U023EPX66W,Кроссовки,Обувь,2,2451.59,1605.5
U023EPX66W,Шорты,Одежда,1,3903.2,0.0
U023EPX66W,Шапка,Аксессуары,2,2707.59,820.39
IH0GPFVMAN,Перчатки,Аксессуары,3,2514.28,0.0
IH0GPFVMAN,Плащ,Одежда,2,2693.69,0.0
2CBMBWYOCN,Пуховик лёгкий,Одежда,3,972.77,998.76
2CBMBWYOCN,Джинсы прямые,Одежда,1,2475.59,336.12
2CBMBWYOCN,Ботинки кожаные,Обувь,3,4600.2,1467.36
T1334E86Q8,Шарф шерстяной,Аксессуары,2,2400.93,0.0
T1334E86Q8,Юбка миди,Одежда,2,2347.21,0.0
3GK9392LCN,Пальто классическое,Одежда,1,3434.93,326.51
3FK58E1FOL,Лоферы,Обувь,1,502.65,0.0
3FK58E1FOL,Куртка демисезонная,Одежда,2,4985.24,0.0
3FK58E1FOL,Плащ,Одежда,3,4135.8,576.17
K6QVXK6E8C,Джинсы прямые,Одежда,1,2996.69,0.0
B2QZRYJ49P,Лоферы,Обувь,1,1936.89,307.77
VHCUKAA0IY,Пальто классическое,Одежда,3,4263.6,1973.44
VHCUKAA0IY,Юбка миди,Одежда,1,1581.65,28.66
CWYP1ESKKH,Шапка,Аксессуары,1,4299.09,1323.13
CWYP1ESKKH,Плащ,Одежда,2,4539.59,0.0
CWYP1ESKKH,Юбка миди,Одежда,1,1357.41,300.41
LGM2HMWSVP,Юбка миди,Одежда,3,3117.08,0.0
LGM2HMWSVP,Джинсы прямые,Одежда,3,3549.36,0.0
PEY9404MS3,Перчатки,Аксессуары,2,4953.94,2084.16
PEY9404MS3,Лоферы,Обувь,2,3870.88,1842.17
MS71W08CI3,Брюки чинос,Одежда,2,626.85,167.87
MS71W08CI3,Плащ,Одежда,1,850.36,0.0
MS71W08CI3,Брюки чинос,Одежда,3,614.33,202.84
27GEO1SPKN,Перчатки,Аксессуары,2,1433.87,0.0
27GEO1SPKN,Ботинки кожаные,Обувь,1,3187.6,0.0
74CU3WVD9R,Ремень кожаный,Аксессуары,3,2196.67,545.76
74CU3WVD9R,Перчатки,Аксессуары,2,1117.16,0.0
