doc_id,item,category,amount,price,discount
ZNVFNGWAHI,Ремень кожаный,Аксессуары,3,543.73,0.0
ZNVFNGWAHI,Шорты,Одежда,1,4060.6,1026.65
ZNVFNGWAHI,Плащ,Одежда,1,2635.45,334.83
ZNVFNGWAHI,Лоферы,Обувь,3,3207.17,1543.03
VPSQMPXUTZ,Кроссовки,Обувь,1,1394.41,0.0
VPSQMPXUTZ,Ремень кожаный,Аксессуары,1,2526.45,0.0
VPSQMPXUTZ,Ремень кожаный,Аксессуары,2,1607.27,0.0
VPSQMPXUTZ,Куртка демисезонная,Одежда,2,4905.87,994.04
I1XHR3W6M6,Туфли классические,Обувь,2,3678.42,2569.22
I1XHR3W6M6,Джинсы прямые,Одежда,3,1116.52,0.0
I1XHR3W6M6,Перчатки,Аксессуары,2,3917.82,1974.61
TI7V8BXABR,Юбка миди,Одежда,3,614.96,623.93
YM0WRYOZP5,Пуховик лёгкий,Одежда,2,3437.84,1746.56
YM0WRYOZP5,Лоферы,Обувь,2,3357.34,52.76
YM0WRYOZP5,Ремень кожаный,Аксессуары,1,303.71,4.11
GDTN0XWR7M,Лоферы,Обувь,1,4931.35,0.0
GDTN0XWR7M,Брюки чинос,Одежда,2,2149.3,0.0
GDTN0XWR7M,Ботинки кожаные,Обувь,3,3722.57,216.99
GDTN0XWR7M,Шарф шерстяной,Аксессуары,1,4673.62,0.0
800VQ92NV5,Брюки чинос,Одежда,3,1452.07,0.0
9GVLR1Z19Z,Шарф шерстяной,Аксессуары,3,3214.82,0.0
9GVLR1Z19Z,Плащ,Одежда,1,4412.74,0.0
J128Q4Y1DP,Юбка миди,Одежда,3,3343.63,0.0
J128Q4Y1DP,Пальто классическое,Одежда,1,3400.17,0.0
0ZMO7KBSWH,Туфли классические,Обувь,2,2611.26,0.0
0ZMO7KBSWH,Лоферы,Обувь,1,1835.15,421.62
0ZMO7KBSWH,Брюки чинос,Одежда,3,2344.0,586.29
SOPZC1Q6T7,Ботинки кожаные,Обувь,1,4302.39,0.0
SOPZC1Q6T7,Кроссовки,Обувь,3,2018.09,799.14
SOPZC1Q6T7,Пальто классическое,Одежда,3,4704.76,3418.84
SOPZC1Q6T7,Пуховик лёгкий,Одежда,1,1177.21,0.0
DUEI35LZCR,Юбка миди,Одежда,2,4913.84,0.0
DUEI35LZCR,Туфли классические,Обувь,1,3407.89,900.32
DUEI35LZCR,Ремень кожаный,Аксессуары,2,296.56,88.75
DUEI35LZCR,Куртка демисезонная,Одежда,2,877.36,494.3
IM7NBIQT2E,Джинсы прямые,Одежда,3,777.78,133.26
IM7NBIQT2E,Юбка миди,Одежда,1,3988.27,259.17
ZPP7H7YAH3,Джинсы прямые,Одежда,1,3749.35,0.0
